cntdate,countname,store,batch,dept,sdept,class,sclass,sku,ibc,sbc,sku_desc,brndname,brnddesc,catalogue,color,size,retail,cost,phycnt_rtl,phycnt_cst,qty_count,count_user,rpname
20241005,4BBY01,14,,510,101,100,110,355725,72377840,4549526701382,คร.คิดเลขCASIO#DM-1200FM-W-DP,CASIO CA,CASIO,DM-1200FM-W-DP,SILVER,,1300,857.695,0,0,0,,VAR1
20241005,4BBY01,14,,510,101,100,110,413212,72951750,6924035806564,Iเครื่องคิดเลขNeo#DC-118/BK,NEO   NE,NEO,DC-118,BLACK,,259,87.538,0,0,0,,VAR1
20241005,4BBY01,14,,510,105,100,100,149601,70007558,8887549037238,ถ่านPANA#NEO/AA/P4,PANASOPA,PANASONIC,R6NT/4SL,NOT THE COLOR,,69,44.999,0,0,0,,VAR1
20241005,4BBY01,14,,510,105,100,110,149488,70007855,8888021100310,ถ่านEVEREADY#1212/AAA/P2,EVEREAEV,EVEREADY,1212/AAA/P2,NOT THE COLOR,,33,21.013,0,0,0,,VAR1
20241005,4BBY01,14,,510,105,110,100,149608,70007275,4984824089198,ถ่านALKALINE#PANA/AA/P2,PANASOPA,PANASONIC,LR6T/2B,NOT THE COLOR,,69,42.484,0,0,0,,VAR1
20241005,4BBY01,14,F10009,510,105,110,100,149610,70007299,4984824089235,ถ่านPANA#ALKALINE/AA/P8,PANASOPA,PANASONIC,LR6T/8B,NOT THE COLOR,,208,123.991,208,123.99,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,510,105,110,100,151104,70320084,8887549315701,ถ่านPANA#EVOLTA/AA/P2,PANASOPA,PANASONIC,LR6EG/2BN,NOT THE COLOR,,78,46.954,0,0,0,,VAR1
20241005,4BBY01,14,,510,105,110,100,334765,72168585,8887549694257,ถ่านPANASONIC#LR03T/10SL/AAA,PANASOPA,PANASONIC,LR03T/10SL,GOLD,,250,154.703,0,0,0,,VAR1
20241005,4BBY01,14,,510,105,110,100,363332,72453490,8887549781162,ถ่านอีโวต้าPANA#AA/P8,PANASOPA,PANASONIC,LR6EG/8SL,BLUE,,256,159.954,0,0,0,,VAR1
20241005,4BBY01,14,,510,105,110,110,149611,70007725,4984824089020,ถ่านALKALINE#PANA/AAA/P2,PANASOPA,PANASONIC,LR03T/2B,NOT THE COLOR,,69,42.324,0,0,0,,VAR1
20241005,4BBY01,14,,510,105,110,110,149612,70007732,4984824089044,ถ่านALKALINE#PANA/AAA/P4,PANASOPA,PANASONIC,LR03T/4B,NOT THE COLOR,,123,75.996,0,0,0,,VAR1
20241005,4BBY01,14,,510,105,110,110,149613,70007749,4984824299757,ถ่านPANA#ALKALINE/AAA/P8,PANASOPA,PANASONIC,LR03T/8B,NOT THE COLOR,,208,123.999,0,0,0,,VAR1
20241005,4BBY01,14,,510,105,110,140,150930,70302097,4984824396135,ถ่านกระดุมPANA#CR-2032PT/1B,PANASOPA,PANASONIC,CR-2032PT/1B,NOT THE COLOR,,55,30,0,0,0,,VAR1
20241005,4BBY01,14,F10006,510,107,100,100,149401,70001037,4971850101635,ผ้าหมึกเครื่องคิดเลข IR-40T,CASIO CA,CASIO,IR-40T,NOT THE COLOR,,420,314.02,2520,1884.12,6,OHOSTRDPB,VAR1
20241005,4BBY01,14,,510,107,150,100,319761,72019245,8858704400327,พลาสติกเคลือบONE#100MC.A4,ONE   ON,ONE,100MC.216X306MM,,,379,205,0,0,0,,VAR1
20241005,4BBY01,14,,510,107,150,100,319762,72019252,8858704400334,พลาสติกเคลือบONE#125MC.65x95,ONE   ON,ONE,125MC.65X95MM,,,55,26,0,0,0,,VAR1
20241005,4BBY01,14,,510,107,150,100,319763,72019269,8858704400341,พลาสติกเคลือบONE#125MC.70x100,ONE   ON,ONE,125MC.70X100MM,,,65,28,0,0,0,,VAR1
20241005,4BBY01,14,F10009,510,107,150,100,319769,72019320,8858704400402,พลาสติกเคลือบONE#125MC.A3,ONE   ON,ONE,125MC.303X426MM,,,879,490,879,490,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,510,107,160,100,319695,72018590,8851565961006,สันห่วงONE#10MM./BU/P10,ONE   ON,ONE,10MM./BU,BLUE,,38,15.49,0,0,0,,VAR1
20241005,4BBY01,14,,510,107,160,100,319700,72018644,8851565931009,สันห่วงONE#10MM./WH/P10,ONE   ON,ONE,10MM./WH,WHITE,,38,15.206,0,0,0,,VAR1
20241005,4BBY01,14,,510,107,160,100,319703,72018675,8851565116208,สันห่วงONE#11MM./BU/P10,ONE   ON,ONE,11MM./BU,BLUE,,53,19.677,0,0,0,,VAR1
20241005,4BBY01,14,,510,107,160,100,319728,72018910,8851565153104,สันห่วงONE#16MM./WH/P10,ONE   ON,ONE,16MM./WH,WHITE,,79,33.54,0,0,0,,VAR1
20241005,4BBY01,14,,510,107,170,100,326319,70675825,8852037775749,กระดาษTHERMAL1ชั้น58G80X80มม,CASIO CA,CASIO,,WHITE,,150,104.453,0,0,0,,VAR1
20241005,4BBY01,14,,510,108,100,100,359796,72418314,8859221714225,ปลั๊กไฟ(มอก.)4ช่องNEO3134-WH,NEO   NE,NEO,NEO3134,WHITE,,479,182.578,0,0,0,,VAR1
20241005,4BBY01,14,,510,108,100,100,359797,72418321,8859221714232,ปลั๊กไฟ(มอก.)4ช่องNEO3134-GY,NEO   NE,NEO,NEO3134,GRAY,,479,178.431,0,0,0,,VAR1
20241005,4BBY01,14,,510,108,100,100,359799,72418345,8859221714256,ปลั๊กไฟ(มอก.)5ช่องNEO1055-WH,NEO   NE,NEO,NEO1055,WHITE,,579,193.97,0,0,0,,VAR1
20241005,4BBY01,14,D40001,510,108,100,100,359800,72418352,8859221714218,ปลั๊กไฟ(มอก.)4ช่องNEO1035-GY,NEO   NE,NEO,NEO1035,GRAY,,449,153.29,449,153.29,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,510,108,100,100,359801,72418369,8859221714188,ปลั๊กไฟ(มอก.)3ช่องNEO1133-WH,NEO   NE,NEO,NEO1133,WHITE,,249,154.891,0,0,0,,VAR1
20241005,4BBY01,14,,510,108,100,100,359802,72418376,8859221714201,ปลั๊กไฟ(มอก.)5ช่องNEO1035-WH,NEO   NE,NEO,NEO1035,WHITE,,449,166.209,0,0,0,,VAR1
20241005,4BBY01,14,,510,108,100,100,388975,72709672,8859375108574,Iรางปลั๊กไฟNEO404G4ส4ช3มA10/GY,NEO   NE,NEO,NEO404G,GRAY,,459,170.652,0,0,0,,VAR1
20241005,4BBY01,14,F10009,510,108,100,110,442838,73247074,8858702094863,iNEO ADAPTOR NA02 2 OUTLET,NEO   NE,NEO,F5ADP-NE01-NA02,WHITE,,99,42,99,42,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,510,108,100,110,442839,73247081,8858702094856,iNEO ADAPTOR NA01 1 OUTLET,NEO   NE,NEO,F5ADP-NE01-NA01,WHITE,,79,36,0,0,0,,VAR1
20241005,4BBY01,14,F10005,510,108,100,120,356234,72382936,8859221712757,ปลั๊กไฟ(มอก)+5ช่อง3M#H1135-WH,ANITE AN,ANITECH,H1135-WH,WHITE,,459,321.73,459,321.73,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10005,510,108,100,150,442841,73247104,8858702094832,iNEO EXTENSION SW3/12U1C 3131,NEO   NE,NEO,F5ST3-NE01-3131,WHITE,,319,145,319,145,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,510,111,100,100,326225,72083581,0,ตัวโชว์คร.เคลือบบัตร#LM-230I,SHRED SH,SHRED-ET,LM-230I,,,0.01,0.001,0,0,0,,VAR1
20241005,4BBY01,14,,510,111,100,100,446551,73284062,8850438017956,ของแถม-แผงเสียบบัตร ออฟฟิซ โปร,OFFICEPR,OFFICE PRO,,,,0.01,0,0,0,0,,VAR1
20241005,4BBY01,14,F10060,520,201,110,100,441568,73234487,8851666001786,โต๊ะอเนกประสงค์PRELUDE#TP-6012,PRELUDPL,PRELUDE,TP-60120,,,1290,700,1290,700,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,520,203,100,110,295213,71774275,0,เก้าอี้MODENA#MIAMI/BK,MODENAMN,MODENA,MIAMI,BLACK,,6290,3213.374,0,0,0,,VAR1
20241005,4BBY01,14,,520,203,110,100,443744,73256113,0,เก้าอี้#MOVE#เฟอร์ราเดค#GY,FUR   FR,FURRADEC,,GRAY,,7590,1988.61,0,0,0,,VAR1
20241005,4BBY01,14,,520,203,110,110,237120,71195759,0,เก้าอี้สำนักงานSTB#CH-004B,STB   ST,STB,CH-004B,BLACK,,1370,830,0,0,0,,VAR1
20241005,4BBY01,14,F10051,520,203,130,100,438749,73206583,0,เก้าอี้สุขภาพ FUR#Supreme/BK,FUR   FR,FURRADEC,SUPREME,BLACK,,25900,12181,25900,12181,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10051,520,203,130,110,405388,72311868,0,Iเก้าอี้สุขภาพFUR#IMOVE-B/BK,FUR   FR,FURRADEC,IMOVE-B,BLACK,,16900,7621.773,0,0,0,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10051,520,203,130,110,405422,72475409,0,เก้าอี้สุขภาพFUR#WILLIAM/BK,FUR   FR,FURRADEC,WILLIAM,BLACK,,11900,6551.688,11900,6551.68,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10004,520,203,130,120,404839,72002865,8800406070025,เบาะรองนั่งกระชับสะโพก,ERGOTRER,ERGOTREND,HIPUP MIYOKOREA,BLACK,,990,712.43,1980,1424.86,2,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10051,520,203,130,120,404839,72002865,8800406070025,เบาะรองนั่งกระชับสะโพก,ERGOTRER,ERGOTREND,HIPUP MIYOKOREA,BLACK,,990,712.43,0,0,0,OHOSTRDPB,VAR1
20241005,4BBY01,14,,520,203,150,100,404766,70524543,0,เก้าอี้VALUE CHOICE/BU,VALUE CH,VALUE CHOICE,VALUE CHOICE,BLUE,,860,445,0,0,0,,VAR1
20241005,4BBY01,14,,520,208,100,100,304186,71863757,0,ตัวโชว์เก้าอี้VALUE CHOICE/BU,VALUE CH,VALUE CHOICE,VC,BLUE,,0.01,0.001,0,0,0,,VAR1
20241005,4BBY01,14,F10051,520,208,100,100,316976,71991610,0,ตัวโชว์ที่วางเท้า#F6032/BK,VALUE CH,VALUE CHOICE,F6032,BLACK,,0,0,0,0,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10051,520,208,100,100,316977,71991627,0,ตัวโชว์แท่นพักเท้า#F7012/BK,VALUE CH,VALUE CHOICE,F7012,BLACK,,0,0,0,0,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10051,520,208,100,100,316978,71991634,0,ตัวโชว์แท่นพักเท้า#F6048/BK,VALUE CH,VALUE CHOICE,F6048,BLACK,,0,0,0,0,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,520,208,100,100,317007,71991917,0,ตัวโชว์โต๊ะพับ#T-150BF,JKN   JK,JKN,T-150BF,,,0.01,0.001,0,0,0,,VAR1
20241005,4BBY01,14,,520,208,100,100,317580,71997575,0,ตัวโชว์-เก้าอี้#MIAMI/BK,MODENAMN,MODENA,MIAMI,BLACK,,0.01,0.001,0,0,0,,VAR1
20241005,4BBY01,14,,520,208,100,100,318802,72009710,0,ตัวโชว์โต๊ะพับSTB#TB-75150,STB   ST,STB,TB-75150,,,0.01,0.001,0,0,0,,VAR1
20241005,4BBY01,14,,520,208,100,100,318811,72009802,0,ตัวโชว์เก้าอี้#CH-004A/BK,STB   ST,STB,CH-004A,BLACK,,0.01,0.001,0,0,0,,VAR1
20241005,4BBY01,14,,520,208,100,100,318825,72009949,0,ตัวโชว์โต๊ะพับSTB#TB-75180,STB   ST,STB,TB-75180,,,0.01,0.001,0,0,0,,VAR1
20241005,4BBY01,14,,520,208,100,100,323704,72058503,0,ตัวโชว์HIPUPMIYOKOREA/BK-RD,ERGOTRER,ERGOTREND,HIPUP MIYOKOREA,BLACK-RED,,0.01,0.001,0,0,0,,VAR1
20241005,4BBY01,14,F10059,520,208,100,100,323705,72058510,0,ตัวโชว์#BACKESTMIYOKR/BK-RD,ERGOTRER,ERGOTREND,MIYO KOREA,BLACK-RED,,0.01,0.001,0.01,0,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,D40001,520,209,120,100,405077,72277911,0,Iโต๊ะ+ลิ้นชักFUR#CT-1729/WA,FUR   FR,FURRADEC,CT-1729,WALNUT,,6090,1523.304,6090,1523.3,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10060,520,209,120,100,405077,72277911,0,Iโต๊ะ+ลิ้นชักFUR#CT-1729/WA,FUR   FR,FURRADEC,CT-1729,WALNUT,,6090,1523.304,0,0,0,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10051,520,209,120,100,405082,72284100,0,Iโต๊ะ+ชั้นวางFUR#NT-3B/BE,FUR   FR,FURRADEC,NT-3B,BEACH,,2990,1243.29,2990,1243.29,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,520,209,120,100,405235,72692547,0,Iโต๊ะ+ลิ้นชักFUR#CT-2018,FUR   FR,FURRADEC,CT-2018,BEACH,,4590,1041.77,0,0,0,,VAR1
20241005,4BBY01,14,F10051,520,209,130,100,405121,72386477,6970858670653,Iโต๊ะFUR#ONU-CM15602PE,NONBRANO,NON-BRAND-,ONU-CM15602PE,OAK,,599,186.17,1797,558.51,3,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10051,520,209,130,100,405122,72386484,6970858670448,Iโต๊ะFUR#ONU-CM15602DB,NONBRANO,NON-BRAND-,ONU-CM15602DB,WALNUT,,599,186.229,3594,1117.37,6,OHOSTRDPB,VAR1
20241005,4BBY01,14,,520,209,220,100,404753,70203059,8857121556136,โต๊ะพับอเนกประสงค์พกพา#T-150BF,JKN   JK,JKN,T-150BF,NOT THE COLOR,,3780,2309.35,0,0,0,,VAR1
20241005,4BBY01,14,,520,209,220,100,404759,70303346,0,โต๊ะพับเอนกฯSTB#75X180cm.,STB   ST,STB,TB-75180,NOT THE COLOR,,3910,1719.63,0,0,0,,VAR1
20241005,4BBY01,14,,520,209,220,100,404761,70304183,0,โต๊ะพับเอนกฯSTB#75X150cm.,STB   ST,STB,TB-75150,NOT THE COLOR,,3550,1570.1,0,0,0,,VAR1
20241005,4BBY01,14,F10051,520,217,100,100,457420,73392583,0,DEMO-โต๊ะ FUR#LT119/WH-OA,FUR   FR,FURRADEC,LT119,WHITE-OAK,,15900,5063.06,15900,5063.06,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10059,520,217,100,100,457433,73392712,0,DEMO-เก้าอี้ FUR#IMOVE-B/BK,FUR   FR,FURRADEC,IMOVE-B,BLACK,,16900,7771.88,16900,7771.88,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,525,252,100,100,407321,72670699,8851094031300,ตะแกรงเอนกประสงค์KEYWAY#DT-25,KEYWAYKE,KEYWAY,DT-25,,,65,37.75,0,0,0,,VAR1
20241005,4BBY01,14,,525,252,100,100,407350,72675809,8851094030006,ตะแกรงเอนกฯ3ช่อง#P20071,KEYWAYKE,KEYWAY,P20071,,,50,30,0,0,0,,VAR1
20241005,4BBY01,14,,525,252,100,140,407278,72484869,8853228001197,กล่องเก็บของนอบบี้API#WH,API   AP,API,2004,WHITE,,105,60,0,0,0,,VAR1
20241005,4BBY01,14,,525,252,100,140,407318,72670668,8851094028621,กล่องเอนกประสงค์KEYWAY#CM-13,KEYWAYKE,KEYWAY,CM-13,,,79,45.92,0,0,0,,VAR1
20241005,4BBY01,14,,525,252,100,140,430579,72675380,8859511503171,กล่องเก็บของขนาดเล็ก#OR,THINKITH,THINKIN,,ORANGE,,159,78,0,0,0,,VAR1
20241005,4BBY01,14,F10010,525,255,100,300,442847,73247166,8859221723715,คร.ทำแซนวิช ANITECH#SSW-550/PI,ANITE AN,ANITECH,SSW-550,PINK,,499,210,499,210,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,525,256,100,120,466013,73478485,8850918602733,"พัดลมตั้งโต๊ะ Cyclone Max 8""",HATARIHA,HATARI,PS8M1,,,488,401,0,0,0,,VAR1
20241005,4BBY01,14,,530,308,100,100,321367,72035283,889296532187,หมึกอิงค์เจ็ทHP#680/CO,HP    HP,HP,680/CO,,,395,296.898,0,0,0,,VAR1
20241005,4BBY01,14,,530,308,100,100,321368,72035290,889296532194,หมึกอิงค์เจ็ทHP#680/BK,HP    HP,HP,680/BK,BLACK,,395,296.866,0,0,0,,VAR1
20241005,4BBY01,14,F10006,530,308,100,100,324603,72067437,889296713111,หมึกเติมHP#GT52/C,HP    HP,HP,GT52/C,CYAN,,260,211,260,211,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10006,530,308,100,100,324604,72067444,889296713128,หมึกเติมHP#GT52/M,HP    HP,HP,GT52/M,MAGENTA,,260,211,260,211,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10006,530,308,100,100,324605,72067451,889296713135,หมึกเติมHP#GT52/Y,HP    HP,HP,GT52/Y,YELLOW,,260,210.954,520,421.9,2,OHOSTRDPB,VAR1
20241005,4BBY01,14,,530,308,100,100,353581,72356463,8885007027913,หมึกเติมEPSON#T00V300/M,EPSON EP,EPSON,T00V300,MAGENTA,,250,197.977,0,0,0,,VAR1
20241005,4BBY01,14,F10006,530,308,100,100,359566,72416044,192545527569,หมึกเติมHP#GT53/BK,HP    HP,HP,GT53(1W22AA),BLACK,,250,187,250,187,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10009,530,308,100,100,364425,72464380,193905674275,หมึกอิงค์เจ็ทHP#682TRI-COLOUR,HP    HP,HP,682/CO,MIXED COLORS,,410,332.664,820,665.32,2,OHOSTRDPB,VAR1
20241005,4BBY01,14,,530,308,100,100,441176,73230588,4549292210057,หมึกอิงค์เจ็ท Canon#GI-71S/Y,CANON CA,CANON,GI-71S Y,,,208,170,0,0,0,,VAR1
20241005,4BBY01,14,,530,310,100,100,152881,70069907,10343605527,ผ้าหมึกEPSON#LQ-2090,EPSON EP,EPSON,SO15586,NOT THE COLOR,,790,642,0,0,0,,VAR1
20241005,4BBY01,14,,530,316,100,100,336637,72187289,0,ของแถม-DOUBLE A#กระดาษ/P1,DOUBLEDO,DOUBLE A,,,,0,0,0,0,0,,VAR1
20241005,4BBY01,14,D40001,535,363,110,100,430532,72426982,8859221714454,Iหูฟังบลูทูธ#NEO234/BK,NEO   NE,NEO,NEO234,BLACK,,299,139.72,299,139.72,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10006,535,363,110,100,430582,72329337,6952062672517,I.หูฟังบลูทูธNEO#201-RD/RD,NEO   NE,NEO,201,RED,,144,220.57,1584,2426.27,11,OHOSTRDPB,VAR1
20241005,4BBY01,14,D40001,535,363,110,100,430619,72329290,8859221709528,I.หูฟังบลูทูธNEO#203-BL/BU,NEO   NE,NEO,203-BL,BLUE,,224,251.87,224,251.87,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,D40001,535,363,110,100,430669,72349045,6954851287421,BT SMALL TAIK REMAX#T17/GY,REMAX RE,REMAX,T17,GRAY,,104,325.5,104,325.5,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10001,535,363,110,110,411321,72932926,6932391922477,I.HEADSET XTRIKE-ME#GH-890,XTRIKEXI,XTRIKE-ME,GH-890,,,890,365.548,890,365.54,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,D40001,535,363,110,110,411322,72932933,6932391924112,I.HEADSET XTRIKE-ME#HP-312,XTRIKEXI,XTRIKE-ME,HP-312,,,359,105.054,359,105.05,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,535,365,100,100,408121,70603606,3410411214892,เม้าส์ANITECH#A512G/U/GY-BK,ANITE AN,ANITECH,A512G/U/GY-BK,GRAY-BLACK,,169,118.46,0,0,0,,VAR1
20241005,4BBY01,14,,535,365,100,100,408453,72455982,8859221715246,I.เม้าส์ NEO#131/BK,NEO   NE,NEO,NEO131,BLACK,,95,74.39,0,0,0,,VAR1
20241005,4BBY01,14,,535,365,100,100,408454,72455999,8859221715222,I.เม้าส์ NEO#130/SI,NEO   NE,NEO,NEO130,SILVER,,179,66.92,0,0,0,,VAR1
20241005,4BBY01,14,D40001,535,365,100,110,404658,72455944,8859221715253,I.เม้าส์ไร้สายNEO#134/BK,NEO   NE,NEO,NEO134,BLACK,,299,95.543,598,191.08,2,OHOSTRDPB,VAR1
20241005,4BBY01,14,D40001,535,365,100,110,408444,72482520,8859221717394,I.เม้าส์ไร้สา NEO140/BU,NEO   NE,NEO,NEO140,BLUE,,269,96.68,269,96.68,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,D40001,535,365,100,110,415853,72978061,8859221721537,เมาส์ไร้สายNEO#NEO146/BU,NEO   NE,NEO,NEO146,BLUE,,199,74.39,398,148.78,2,OHOSTRDPB,VAR1
20241005,4BBY01,14,D40001,535,365,100,110,415854,72978078,8859221721544,เมาส์ไร้สายNEO#NEO146/PI,NEO   NE,NEO,NEO146,PINK,,199,74.39,597,223.17,3,OHOSTRDPB,VAR1
20241005,4BBY01,14,,535,365,100,110,430477,72725948,791413201626,WL MOUSE NUBWO#NMB016/GY,NUBWO NU,NUBWO,NMB016,GRAY,,179,121.49,0,0,0,,VAR1
20241005,4BBY01,14,,535,365,100,110,430535,72468647,8859221716861,เมาส์ไร้สายANITECH#W225/BK,ANITE AN,ANITECH,W225,BLACK,,399,279.68,0,0,0,,VAR1
20241005,4BBY01,14,D40001,535,365,100,110,430536,72705049,8859221719176,Iเมาส์ไร้สายNEO#142/BK,NEO   NE,NEO,NEO142,BLACK,,199,74.4,199,74.4,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,535,365,100,110,430636,72725955,791413201671,WL MOUSE NUBWO#NMB016/SI,NUBWO NU,NUBWO,NM016,SILVER,,179,121.49,0,0,0,,VAR1
20241005,4BBY01,14,D40001,535,365,100,110,438771,73206804,0,WL MOUSE NEO#221/WH,NEO   NE,NEO,NEO221,WHITE,,199,67.7,199,67.7,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10001,535,365,120,110,408206,71828275,97855105585,WL COMBO SET LOGITECH#MK270R,LOGITELO,LOGITECH,MK270R,BLACK,,1190,832,1190,832,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10001,535,365,120,110,414537,72964934,8854111362500,WL COMBOSET NUBWO#NKM-625/BK,NUBWO NU,NUBWO,NKM-625,BLACK,,349,244,349,244,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,535,365,120,110,414538,72964941,8854111362517,WL COMBOSET NUBWO#NKM-625/WH,NUBWO NU,NUBWO,NKM-625,WHITE,,349,244,0,0,0,,VAR1
20241005,4BBY01,14,D40001,535,365,120,110,430458,72705056,8859221719183,Iชุดคีย์บอร์ด+เมาส์NEO#143/BK,NEO   NE,NEO,NEO143,BLACK,,499,197.76,998,395.52,2,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10001,535,365,130,110,411316,72932872,6932391926123,I.KEYBOARD XTRIKE-ME#GK-915,XTRIKEXI,XTRIKE-ME,GK-915,,,990,414.001,1980,828,2,OHOSTRDPB,VAR1
20241005,4BBY01,14,,535,365,140,100,443298,73251668,0,I.HDMI CABLE NEO901/3M,NEO   NE,NEO,901,,,290,60.33,0,0,0,,VAR1
20241005,4BBY01,14,D40001,535,365,140,130,408347,72153666,6954851267201,สายUSB IAC REMAX#GPLEX/GO,REMAX RE,REMAX,GPLEX,GOLD,,74,217.62,148,435.24,2,OHOSTRDPB,VAR1
20241005,4BBY01,14,,535,365,140,130,408353,72453063,6851233012681,I2in1Charger#FT-UCA113,BRAND BR,BRAND TRADING,FT-UCA113,WHITE,,119,88.121,0,0,0,,VAR1
20241005,4BBY01,14,,535,365,140,130,408379,72367940,8859221711033,I.สาย USB C#NEO228/BK,NEO   NE,NEO,NEO228,BLACK,,54,41.34,0,0,0,,VAR1
20241005,4BBY01,14,,535,365,140,130,408381,72368046,8859221711149,I.สาย USB C#NEO225/BU,NEO   NE,NEO,NEO225,BLUE,,64,56.159,0,0,0,,VAR1
20241005,4BBY01,14,F10005,535,365,140,130,408385,72368022,8859221711194,I.สาย USB A#NEO226/RD,NEO   NE,NEO,NEO226,RED,,199,48.32,398,96.64,2,OHOSTRDPB,VAR1
20241005,4BBY01,14,,535,365,140,130,408399,72453049,6959633345474,Iสายชาร์จ C#BTA-025,TOTU  TO,TOTU,BTA-025,BLACK,,99,89.35,0,0,0,,VAR1
20241005,4BBY01,14,F10006,535,365,140,130,408405,72411919,8859221713839,I.สายHDMITOHDMI/3M NEO801,NEO   NE,NEO,NEO801,BLACK,,290,124.087,290,124.08,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,535,365,140,130,408418,72367841,8859221711088,I.CAR CHARGER NEO601,NEO   NE,NEO,NEO601,BLACK,,250,93.46,0,0,0,,VAR1
20241005,4BBY01,14,F10001,535,365,140,130,430632,72329375,8859221709542,Iแท่นชาร์จไร้สายNEO#205/BK,NEO   NE,NEO,205,BLACK,,144,158.42,2448,2693.14,17,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10006,535,365,180,100,408238,72345771,8859221710579,Iแผ่นรองเมาส์+ที่ชาร์จNEO110BK,NEO   NE,NEO,110,BLACK,,264,295.33,1584,1771.98,6,OHOSTRDPB,VAR1
20241005,4BBY01,14,F10001,535,365,210,100,404695,72530825,8859221717417,Iสาย LAN NEO#810/2M/BU,NEO   NE,NEO,NEO810,BLUE,,95,35.51,190,71.02,2,OHOSTRDPB,VAR1
20241005,4BBY01,14,,535,365,210,100,404696,72417959,8859221714294,I.สายLAN NEO#808/15M.,NEO   NE,NEO,NEO808,BLUE,,200,74.77,0,0,0,,VAR1
20241005,4BBY01,14,,535,365,210,100,443293,73251613,0,I.LAN CABLE NEO913/15M,NEO   NE,NEO,913,,,200,58.046,0,0,0,,VAR1
20241005,4BBY01,14,,535,365,210,100,443294,73251620,0,I.LAN CABLE NEO912/5M,NEO   NE,NEO,912,,,120,29.743,0,0,0,,VAR1
20241005,4BBY01,14,,535,365,210,100,443295,73251637,0,I.LAN CABLE NEO911/2M,NEO   NE,NEO,911,,,95,22.822,0,0,0,,VAR1
20241005,4BBY01,14,,535,365,220,100,414551,72965078,8851403181016,USB HUB NUBWO#NCR-100/WH,NUBWO NU,NUBWO,NCR-100,WHITE,,115,79.44,0,0,0,,VAR1
20241005,4BBY01,14,F10059,535,368,100,100,415833,72977866,6932391920091,ของแถม-แท่นโชว์หูฟัง#Xtrike-Me,XTRIKEXI,XTRIKE-ME,HT-02,BLACK,,0.01,0.01,0.01,0.01,1,OHOSTRDPB,VAR1
20241005,4BBY01,14,,535,370,100,110,440462,73223511,8850000247293,POWERBANK NUBWO#PB-100/10000/W,NUBWO NU,NUBWO,PB-100,,,389,252,0,0,0,,VAR1
20241005,4BBY01,14,,535,371,120,150,466740,73485681,0,i.NEO254 USB-C to Lightn 2.0M,NEO   NE,NEO,NEO254,,,199,65.59,0,0,0,,VAR1
20241005,4BBY01,14,,540,401,100,100,154458,70281590,8851552451435,"แฟ้มก้านยก3""HORSE#VI/H1002F/P3",HORSE HO,HORSE,H1002F/VI/P3,VIOLET,,289,175,0,0,0,,VAR1
20241005,4BBY01,14,,540,401,100,100,154460,70281514,8851552446561,"แฟ้มก้านยก3""HORSE#GN/H-102F/P6",HORSE HO,HORSE,H102F/GN/P06,GREEN,,513,326.111,0,0,0,,VAR1
20241005,4BBY01,14,,540,401,100,100,154502,70213119,8851552450186,"แฟ้มก้านยก3""HORSE#GN/H1002F/P3",HORSE HO,HORSE,1002F/GN,GREEN,,289,175,0,0,0,,VAR1
