store,cntdate,countname,dpt,sdpt,cls,scls,sku,ibc,sbc,sku_des,brandid,brnnam,vendor,vend_nam,catalogue,coldsc,sizdsc,retail,cost,soh,qty_count,qty_var,extrtl_var,extcst_var,skutype,rpname,phycnt_cst,phycnt_rtl,percen_var,gm,vnd_vat_rate
FC071,20240916,,530,308,,,181308,,0886112447830,ตลับหมึกอิงค์เจ็ท HP 678 (CZ107AA) ดำ,,,,,,,,399,327.27,5,5,0,0,0,Credit,STK2,1636.35,1995,,,
FC071,20240916,,530,308,,,181309,,0886112447847,ตลับหมึกอิงค์เจ็ท HP 678 (CZ108AA) 3 สี,,,,,,,,399,327.27,4,4,0,0,0,Credit,STK2,1309.08,1596,,,
FC071,20240916,,530,308,,,321368,,0889296532194,หมึกอิงค์เจ็ท สีดำ HP 680/BK,,,,,,,,395,300,2,2,0,0,0,Credit,STK2,600,790,,,
FC071,20240916,,530,308,,,321367,,0889296532187,ตลับหมึกอิงค์เจ็ท 3 สี HP 680/CO,,,,,,,,395,300,5,5,0,0,0,Credit,STK2,1500,1975,,,
FC071,20240916,,530,308,,,324603,,0889296713111,หมึกอิงค์เจ็ทชนิดเติม สีฟ้า HP GT52,,,,,,,,260,213.13,4,4,0,0,0,Credit,STK2,852.52,1040,,,
FC071,20240916,,530,308,,,324605,,0889296713135,หมึกอิงค์เจ็ทชนิดเติม สีเหลือง HP GT52,,,,,,,,260,213.13,4,4,0,0,0,Credit,STK2,852.52,1040,,,
FC071,20240916,,530,308,,,324604,,0889296713128,หมึกอิงค์เจ็ทชนิดเติม สีแดงม่วง HP GT52,,,,,,,,260,213.13,4,4,0,0,0,Credit,STK2,852.52,1040,,,
FC071,20240916,,530,308,,,359566,,0192545527569,หมึกเติม ดำ HP GT53(1VV22AA),,,,,,,,250,189.21,4,2,-2,-500,-378.42,Credit,STK2,378.42,500,,,
FC071,20240916,,530,316,,,439569,,0000073214731,ของแถม-HP Sport Drink Bottle With Silicone 500ML คละสี,,,,,,,,129,0,3,0,-3,-387,0,Credit,STK2,0,0,,,
FC071,20240916,,530,313,,,445298,,0097855185693,เมาส์ไร้สาย Logitech M350S สีกราไฟต์,,,,,,,,1090,771.72,2,2,0,0,0,Credit,STK2,1543.44,2180,,,
FC071,20240916,,530,309,,,329462,,8850438016973,ผงหมึก Cyan OKI TC332,,,,,,,,1930,1416.33,1,1,0,0,0,Credit,STK2,1416.33,1930,,,
FC071,20240916,,530,309,,,329464,,8850438017000,ผงหมึก Yellow OKI TY332,,,,,,,,1930,1416.33,1,1,0,0,0,Credit,STK2,1416.33,1930,,,
FC071,20240916,,530,309,,,329463,,8850438016997,ผงหมึก Magenta OKI TM332,,,,,,,,1930,1416.33,1,1,0,0,0,Credit,STK2,1416.33,1930,,,
FC071,20240916,,530,309,,,329461,,8850438016980,ผงหมึก สีดำ OKI TK332,,,,,,,,1440,1057.14,2,2,0,0,0,Credit,STK2,2114.28,2880,,,
FC071,20240916,,530,310,,,152576,,8850438001696,ตลับผ้าหมึกดอทฯ ML380/390/391 OKI,,,,,,,,315,251.52,5,5,0,0,0,Credit,STK2,1257.6000000000001,1575,,,
FC071,20240916,,530,310,,,153199,,8850438004840,ตลับผ้าหมึกดอทฯ R 1190 / For ML1190 OKI,,,,,,,,305,233.67,2,2,0,0,0,Credit,STK2,467.34,610,,,
FC071,20240916,,530,310,,,152802,,8850438003591,ตลับผ้าหมึกดอทฯ ML790/791 OKI,,,,,,,,290,224.24,6,6,0,0,0,Credit,STK2,1345.44,1740,,,
FC071,20240916,,530,309,,,221098,,8851566047969,ผงหมึก Compute H35/H285A/C312 P2,,,,,,,,2450,1619.19,1,1,0,0,0,Credit,STK2,1619.19,2450,,,
FC071,20240916,,530,309,,,273337,,8851566048256,ผงหมึกดำ คอมพิวท์ H 83A/C337,,,,,,,,1350,898.5,1,1,0,0,0,Credit,STK2,898.5,1350,,,
FC071,20240916,,530,309,,,156257,,8851566043497,ผงหมึก Compute H35/H285A/C312,,,,,,,,1350,899.2,1,1,0,0,0,Credit,STK2,899.2,1350,,,
FC071,20240916,,530,309,,,331057,,8851566048584,ผงหมึก Compute H 279A,,,,,,,,1350,893.94,1,1,0,0,0,Credit,STK2,893.94,1350,,,
FC071,20240916,,530,309,,,330035,,8851566048546,ผงหมึกโทนเนอร์ ดำ คอมพิวท์ Samsung D116L,,,,,,,,1300,877.55,1,1,0,0,0,Credit,STK2,877.55,1300,,,
FC071,20240916,,530,309,,,387155,,8851566049161,ผงหมึก COMPUTE W1107A,,,,,,,,1280,897.96,1,1,0,0,0,Credit,STK2,897.96,1280,,,
FC071,20240916,,530,309,,,323906,,8851566048515,ผงหมึก Compute X CT202329/CT202330,,,,,,,,1200,797.98,1,1,0,0,0,Credit,STK2,797.98,1200,,,
FC071,20240916,,530,309,,,178330,,8851566047792,ผงหมึก Compute B TN2060/TN2260,,,,,,,,1200,792.93,2,2,0,0,0,Credit,STK2,1585.86,2400,,,
FC071,20240916,,530,309,,,348962,,8851566048706,ผงหมึก คอมพิวท์ Brother TN2480XL,,,,,,,,1200,802.05,2,2,0,0,0,Credit,STK2,1604.1,2400,,,
FC071,20240916,,530,310,,,176930,,8851566047808,ตลับผ้าหมึกดอทฯ คอมพิวท์ สำหรับ OKI ML1190,,,,,,,,180,119.39,2,2,0,0,0,Credit,STK2,238.78,360,,,
FC071,20240916,,530,310,,,244438,,8851566048218,ตลับผ้าหมึกดอทฯ คอมพิวท์ for Epson LQ310,,,,,,,,95,64.29,5,5,0,0,0,Credit,STK2,321.45000000000005,475,,,
FC071,20240916,,530,308,,,363036,,8858702084406,หมึกเติม Comax#Epson 001/003 ดำ 127มล.,,,,,,,,129,85.24,-1,0,1,129,85.24,Credit,STK2,0,0,,,
FC071,20240916,,530,308,,,363025,,8858702084291,หมึกเติม Canon เหลือง 70มล. โคแมกซ์ F1CAR-CM-104100,,,,,,,,119,78.64,4,4,0,0,0,Credit,STK2,314.56,476,,,
FC071,20240916,,530,308,,,363023,,8858702084277,หมึกเติม Comax#Canon F1CAR-CM-103900 70มล. Cyan,,,,,,,,119,78.64,4,4,0,0,0,Credit,STK2,314.56,476,,,
FC071,20240916,,530,308,,,363024,,8858702084284,หมึกเติม Canon ชมพู 70มล. โคแมกซ์ F1CAR-CM-10400,,,,,,,,119,78.64,4,4,0,0,0,Credit,STK2,314.56,476,,,
FC071,20240916,,530,308,,,417129,,8858702096935,ตลับหมึกอิงค์เจ็ท Comax for Brother BTD60สีดำ,,,,,,,,119,78.79,3,3,0,0,0,Credit,STK2,236.37,357,,,
FC071,20240916,,530,310,,,228059,,8854969000302,ตลับผ้าหมึกดอทฯ โคแมกซ์ for Epson LQ-800/300,,,,,,,,95,58.16,13,13,0,0,0,Credit,STK2,756.0799999999999,1235,,,
FC071,20240916,,530,308,,,363037,,8858702084420,หมึกเติม Comax#Epson 001/003 ฟ้า 70มล.,,,,,,,,90,59.47,1,0,-1,-90,-59.47,Credit,STK2,0,0,,,
FC071,20240916,,530,308,,,363039,,8858702084444,หมึกเติม Comax#Epson 001/003 เหลือง 70มล.,,,,,,,,90,59.47,1,0,-1,-90,-59.47,Credit,STK2,0,0,,,
FC071,20240916,,530,310,,,168879,,8854969002511,รีฟิลส์ผ้าหมึกดอทฯ โคแมกซ์ for Epson LQ-300/800,,,,,,,,40,24.38,9,9,0,0,0,Credit,STK2,219.42,360,,,
FC071,20240916,,530,309,,,444735,,8851566043411,ผงหมึก Giant B TN-2460/TN2480,,,,,,,,650,458.16,1,1,0,0,0,Credit,STK2,458.16,650,,,
FC071,20240916,,530,310,,,455869,,0000072478141,ผ้าหมึก ฟาสท์ริบบอน Epson LQ-310,,,,,,,,75,42.92,6,6,0,0,0,Credit,STK2,257.52,450,,,
FC071,20240916,,530,310,,,448489,,0000072478233,ผ้าหมึก ฟาสท์ริบบอน Refill LQ-300/800/870/850,,,,,,,,35,20.03,5,5,0,0,0,Credit,STK2,100.15,175,,,
FC071,20240916,,530,313,,,413830,,8859221719336,เมาส์ แอนนิเทค A201 สีดำ,,,,,,,,119,84.25,4,4,0,0,0,Credit,STK2,337,476,,,
FC071,20240916,,535,369,,,430499,,8859255801380,เครื่องสำรองไฟ 1000VA/480W ดำ Chuphotic MO1000I,,,,,,,,1640,1262.63,1,1,0,0,0,Credit,STK2,1262.63,1640,,,
FC071,20240916,,535,369,,,430498,,8859255801373,เครื่องสำรองไฟ 850VA/325W ดำ Chuphotic MO850I,,,,,,,,1490,1161.62,0,1,1,1490,1161.62,Credit,STK2,1161.62,1490,,,
FC071,20240916,,535,366,,,408086,,0740617298123,SD Card Kingston Canvas Select Plus SDS2 256GB,,,,,,,,980,814.14,3,3,0,0,0,Credit,STK2,2442.42,2940,,,
FC071,20240916,,535,366,,,408083,,0740617301458,SD Card Canvas G0 Plus 128GB Class 10 Kingston SDG3,,,,,,,,590,489.9,4,4,0,0,0,Credit,STK2,1959.6,2360,,,
FC071,20240916,,535,366,,,408084,,0740617298055,SD Card Kingston Canvas Select Plus SDS2 128GB,,,,,,,,545,452.53,6,6,0,0,0,Credit,STK2,2715.18,3270,,,
FC071,20240916,,535,366,,,430791,,0740617309119,แฟลชไดร์ฟ DataTraveler Kyson เงิน Kingston DTKN/128GB,,,,,,,,420,348.48,1,1,0,0,0,Credit,STK2,348.48,420,,,
FC071,20240916,,535,366,,,408098,,0740617298703,Micro SD Kingston Canvas Select Plus SDCS2 128GB,,,,,,,,405,256.57,5,5,0,0,0,Credit,STK2,1282.85,2025,,,
FC071,20240916,,535,366,,,408080,,0740617301397,SD Card Canvas G0 Plus 64GB Class 10 Kingston SDG3,,,,,,,,350,247.47,6,6,0,0,0,Credit,STK2,1484.82,2100,,,
FC071,20240916,,535,366,,,439854,,0740617301045,Micro SD Card 64GB Class 10 Kingston SDCG3,,,,,,,,335,240.4,6,6,0,0,0,Credit,STK2,1442.4,2010,,,
FC071,20240916,,535,366,,,408082,,0740617297973,SD Card Kingston Canvas Select Plus SDS2 64GB,,,,,,,,285,236.36,8,8,0,0,0,Credit,STK2,1890.88,2280,,,
FC071,20240916,,535,366,,,408635,,0740617298697,Micro SD Kingston Canvas Select Plus SDCS2 64GB,,,,,,,,225,181.18,1,1,0,0,0,Credit,STK2,181.18,225,,,
FC071,20240916,,535,366,,,408621,,0740617305302,แฟลชไดร์ฟ Type-C 64GB ดำ Kingston DT70,,,,,,,,135,112.12,2,2,0,0,0,Credit,STK2,224.24,270,,,
FC071,20240916,,535,352,,,466179,,8806084257932,จอมอนิเตอร์ LG 19M38H-B/18.5 นิ้ว,,,,,,,,2090,1850.51,1,1,0,0,0,Credit,STK2,1850.51,2090,,,
FC071,20240916,,535,365,,,430571,,0097855161017,ชุดคีย์บอร์ดและเมาส์ไร้สาย Logitech MK295 SilentTouch,,,,,,,,1390,938.72,2,2,0,0,0,Credit,STK2,1877.44,2780,,,
FC071,20240916,,535,365,,,417414,,0097855167842,เมาส์ไร้สาย Logitech M650 สีชมพู,,,,,,,,1290,913.13,2,2,0,0,0,Credit,STK2,1826.26,2580,,,
FC071,20240916,,535,365,,,431019,,0097855156006,เมาส์ สีดำ Logitech G102 LIGHTSYNC GAMING,,,,,,,,890,712.12,2,2,0,0,0,Credit,STK2,1424.24,1780,,,
FC071,20240916,,535,365,,,430961,,0097855156013,เมาส์ สีขาว Logitech G102 LIGHTSYNC GAMING,,,,,,,,890,712.12,2,2,0,0,0,Credit,STK2,1424.24,1780,,,
FC071,20240916,,535,365,,,408157,,0097855123992,เมาส์ไร้สาย ดำ Logitech M331,,,,,,,,790,559.6,3,3,0,0,0,Credit,STK2,1678.8000000000002,2370,,,
FC071,20240916,,535,365,,,408158,,0097855124005,เมาส์ไร้สาย น้ำเงิน Logitech M331,,,,,,,,790,559.6,3,3,0,0,0,Credit,STK2,1678.8000000000002,2370,,,
FC071,20240916,,535,365,,,441508,,0097855187758,เมาส์บลูทูธ Logitech M240 สีขาว,,,,,,,,690,487.88,1,1,0,0,0,Credit,STK2,487.88,690,,,
FC071,20240916,,535,365,,,441509,,0097855187741,เมาส์บลูทูธ Logitech M240 สีชมพู,,,,,,,,690,487.88,2,2,0,0,0,Credit,STK2,975.76,1380,,,
FC071,20240916,,535,365,,,408154,,0097855123398,เมาส์ไร้สาย ดำ Logitech M221-CORDLESS-MS,,,,,,,,650,454.55,5,5,0,0,0,Credit,STK2,2272.75,3250,,,
FC071,20240916,,535,365,,,403588,,0097855075765,เมาส์ไร้สายออฟติคัล สีน้ำเงิน Logitech M185,,,,,,,,550,389.9,2,2,0,0,0,Credit,STK2,779.8,1100,,,
FC071,20240916,,535,365,,,403587,,0097855074836,เมาส์ไร้สายออฟติคัล สีดำ Logitech M185,,,,,,,,550,389.9,2,2,0,0,0,Credit,STK2,779.8,1100,,,
FC071,20240916,,535,365,,,430531,,0097855075772,เมาส์ไร้สายออฟติคัล สีแดง Logitech M185,,,,,,,,550,389.9,2,2,0,0,0,Credit,STK2,779.8,1100,,,
FC071,20240916,,535,365,,,408191,,0097855067128,คีย์บอร์ด Logitech K120,,,,,,,,390,275.76,2,2,0,0,0,Credit,STK2,551.52,780,,,
FC071,20240916,,535,365,,,417250,,9217066004571,เมาส์มีสาย MD Tech MD39 สีดำ,,,,,,,,195,126.26,1,1,0,0,0,Credit,STK2,126.26,195,,,
FC071,20240916,,535,365,,,408161,,6934177715457,เมาส์ไร้สาย Mi Wireless/BK Mi XMI-HLK4041GL,,,,,,,,499,405.05,1,1,0,0,0,Credit,STK2,405.05,499,,,
FC071,20240916,,535,352,,,441500,,4711377063944,จอมอนิเตอร์ 21.45 นิ้ว MSI PRO MP223 สีดำ,,,,,,,,1990,1783.84,1,1,0,0,0,Credit,STK2,1783.84,1990,,,
FC071,20240916,,535,365,,,452529,,0000073343769,แผ่นรองเม้าส์ 21x26 ซม. ONE ONE001,,,,,,,,39,15.79,3,3,0,0,0,Credit,STK2,47.37,117,,,
FC071,20240916,,535,367,,,430528,,8858879510142,สเปรย์ลมกำจัดฝุ่น 400 มล. เทา Perfects,,,,,,,,550,389.4,3,3,0,0,0,Credit,STK2,1168.1999999999998,1650,,,
FC071,20240916,,535,367,,,446724,,8859499602552,สายเคเบิ้ลไทร์ 8นิ้ว ProLock OA-1002BL สีดำ (100 เส้น),,,,,,,,115,60.61,1,1,0,0,0,Credit,STK2,60.61,115,,,
FC071,20240916,,535,365,,,430985,,6940056181992,เมาส์ไร้สาย ดำ RAPOO MSM100-BK,,,,,,,,399,282.83,3,3,0,0,0,Credit,STK2,848.49,1197,,,
FC071,20240916,,535,365,,,430884,,6940056181831,เมาส์ไร้สาย ชมพู RAPOO MSM100-PK,,,,,,,,399,282.83,2,2,0,0,0,Credit,STK2,565.66,798,,,
FC071,20240916,,535,365,,,430885,,6940056181848,เมาส์ไร้สาย แดง RAPOO MSM100-RD,,,,,,,,399,282.83,3,3,0,0,0,Credit,STK2,848.49,1197,,,
FC071,20240916,,535,365,,,431378,,6940056188267,เมาส์ไร้สาย ขาว RAPOO MSM20,,,,,,,,249,175.76,1,1,0,0,0,Credit,STK2,175.76,249,,,
FC071,20240916,,535,365,,,439870,,6940056188250,เมาส์ไร้สาย ดำ RAPOO MSM20,,,,,,,,249,175.76,3,3,0,0,0,Credit,STK2,527.28,747,,,
FC071,20240916,,535,366,,,439874,,0619659170325,SD Card SanDisk ExtremePro Class10 128GB,,,,,,,,1490,1237.37,3,3,0,0,0,Credit,STK2,3712.1099999999997,4470,,,
FC071,20240916,,535,366,,,417393,,0619659188511,ไมโครเอสดีการ์ด 256GB SanDisk SDSQXAV-256G-GN6MN,,,,,,,,1019,846.46,2,2,0,0,0,Credit,STK2,1692.92,2038,,,
FC071,20240916,,535,366,,,430838,,0619659182335,FlashDrive สีดำ SanDisk SDCZ410_256G_G46,,,,,,,,750,727.21,4,4,0,0,0,Credit,STK2,2908.84,3000,,,
FC071,20240916,,535,366,,,417389,,0619659200497,ไมโคร เอสดี การ์ด 256GB SanDisk SDSQUAC-256G-GN6MN,,,,,,,,740,614.14,2,2,0,0,0,Credit,STK2,1228.28,1480,,,
FC071,20240916,,535,366,,,417394,,0619659188467,ไมโครเอสดีการ์ด 128GB SanDisk SDSQXAA-128G-GN6MN,,,,,,,,589,487.88,2,2,0,0,0,Credit,STK2,975.76,1178,,,
FC071,20240916,,535,366,,,408011,,0619659136710,แฟลชไดร์ฟ 128GB เงิน SanDisk SDCZ73,,,,,,,,425,327.27,2,2,0,0,0,Credit,STK2,654.54,850,,,
FC071,20240916,,535,366,,,417521,,0619659200176,เอสดี การ์ด 64GB SanDisk Ultra SDSDUNB-064G-GN6IN,,,,,,,,300,227.77,2,2,0,0,0,Credit,STK2,455.54,600,,,
FC071,20240916,,535,366,,,439875,,0619659177416,Micro SD ExtremeClass10 32GB SanDisk SDSQXAF-032G-GN6MN,,,,,,,,295,247.47,5,5,0,0,0,Credit,STK2,1237.35,1475,,,
FC071,20240916,,535,366,,,439882,,0619659183813,SD Card Ultra Class 10 SanDisk SDSDUN4_032G_GN6IN,,,,,,,,235,169.72,1,1,0,0,0,Credit,STK2,169.72,235,,,
FC071,20240916,,535,366,,,408089,,0619659184162,Micro SD Card Ultra Class 10 SanDisk SDSQUA4_032G_GN6MN,,,,,,,,180,115.15,3,3,0,0,0,Credit,STK2,345.45000000000005,540,,,
FC071,20240916,,535,366,,,408091,,0619659184384,ไมโคร เอสดี การ์ด 32GB SanDisk SDSQUNR,,,,,,,,169,139.39,5,5,0,0,0,Credit,STK2,696.9499999999999,845,,,
FC071,20240916,,535,366,,,407949,,0619659000431,แฟลชไดร์ฟ Sandisk Cruzer Blade 16GB (SDCZ50) สีดำ,,,,,,,,110,90.91,1,0,-1,-110,-90.91,Credit,STK2,0,0,,,
FC071,20240916,,535,366,,,408025,,0763649167649,เอ็กซ์เทอนัลฮาร์ดดิสก์ One Touch1TB Seagate STKY1000400,,,,,,,,2150,1927.27,1,1,0,0,0,Credit,STK2,1927.27,2150,,,
FC071,20240916,,535,366,,,408018,,0763649167724,เอ็กซ์เทอนัลฮาร์ดดิสก์One Touch 1TB Seagate STKY1000404,,,,,,,,2150,1928.28,1,1,0,0,0,Credit,STK2,1928.28,2150,,,
FC071,20240916,,535,365,,,407931,,6957303842483,อุปกรณ์แปลงสัญญาณ HDMI To VGA+Micro USB Ugreen 40248,,,,,,,,420,296.97,2,2,0,0,0,Credit,STK2,593.94,840,,,
FC071,20240916,,535,365,,,407928,,6957303811366,อุปกรณ์แปลงสัญญาณ HDMI To DVI Ugreen 10136,,,,,,,,300,198.24,3,3,0,0,0,Credit,STK2,594.72,900,,,
FC071,20240916,,535,365,,,417197,,6957303813520,สายปริ้นเตอร์ 5 เมตร Ugreen 10352,,,,,,,,259,170.71,2,2,0,0,0,Credit,STK2,341.42,518,,,
FC071,20240916,,535,365,,,416983,,8859499602132,ยูเอสบี Type-C ฮับ 3Port +การ์ดรีดเดอร์ Unitek Y-H1108B,,,,,,,,950,606.06,2,0,-2,-1900,-1212.12,Credit,STK2,0,0,,,
FC071,20240916,,535,365,,,416984,,8859499602088,ยูเอสบี ฮับ 3 พอร์ต + การ์ดรีดเดอร์ UNITEK Y-H1108A,,,,,,,,790,505.05,2,4,2,1580,1010.1,Credit,STK2,2020.2,3160,,,
FC071,20240916,,535,365,,,439919,,8859499600282,สาย Lan UTP CAT6 10 เมตร UNITEK Y-C813ABL,,,,,,,,350,202.02,1,1,0,0,0,Credit,STK2,202.02,350,,,
FC071,20240916,,535,365,,,439921,,8859499600169,สาย HDMI V1.4 3 เมตร UNITEK Y-C139M,,,,,,,,320,181.82,1,1,0,0,0,Credit,STK2,181.82,320,,,
FC071,20240916,,535,365,,,439920,,8859499600152,สาย HDMI V1.4 1.5 เมตร UNITEK Y-C137M,,,,,,,,240,141.41,3,3,0,0,0,Credit,STK2,424.23,720,,,
FC071,20240916,,535,365,,,439918,,8859499600275,สาย Lan UTP CAT6 5 เมตร UNITEK Y-C812ABL,,,,,,,,230,131.31,2,2,0,0,0,Credit,STK2,262.62,460,,,
FC071,20240916,,535,365,,,439917,,8859499600268,สาย Lan CAT6 UTP 3 เมตร UNITEK Y-C811ABL,,,,,,,,150,90.91,2,2,0,0,0,Credit,STK2,181.82,300,,,
FC071,20240916,,535,366,,,408064,,0718037869476,เอ็กซ์เทอร์นัลฮาร์ดดิสก์ WD My Passport 2TB ดำ,,,,,,,,2690,2412.12,1,1,0,0,0,Credit,STK2,2412.12,2690,,,
FC071,20240916,,535,366,,,408037,,0718037869469,เอ็กซ์เทอร์นัลฮาร์ดดิสก์ WD My Passport 1TB ดำ,,,,,,,,2290,1873.74,1,1,0,0,0,Credit,STK2,1873.74,2290,,,
FC071,20240916,,535,369,,,430650,,8854330002294,เครื่องสำรองไฟ คลีนไลน์ MD-1000 UD,,,,,,,,2390,1909.09,1,0,-1,-2390,-1909.09,Credit,STK2,0,0,,,
FC071,20240916,,535,369,,,430545,,8854330003154,เครื่องสำรองไฟ 1000VA 500W คลีนไลน์ Evolution 1000,,,,,,,,2150,1717.17,2,2,0,0,0,Credit,STK2,3434.34,4300,,,
FC071,20240916,,535,369,,,430493,,8854330001655,เครื่องสำรองไฟ คลีนไลน์ D-850G,,,,,,,,1990,1595.96,1,1,0,0,0,Credit,STK2,1595.96,1990,,,
FC071,20240916,,535,369,,,412256,,0000072942222,เครื่องสำรองไฟ เซอร์คอน EX 850VA/450W,,,,,,,,1660,1262.64,1,1,0,0,0,Credit,STK2,1262.64,1660,,,
FC071,20240916,,535,365,,,414531,,8851411021038,คีย์บอร์ดบลูทูธ นับโว NKB-103/เทา-ขาว ,,,,,,,,319,226.57,1,1,0,0,0,Credit,STK2,226.57,319,,,
FC071,20240916,,535,365,,,430447,,0791414160199,แผ่นรองเมาส์ สีดำ นับโว NP001,,,,,,,,29,17.67,2,2,0,0,0,Credit,STK2,35.34,58,,,
FC071,20240916,,535,363,,,430557,,8859221714003,ชุดหูฟังบลูทูธ ดำ นีโอ 210,,,,,,,,790,310.87,6,4,-2,-1580,-621.74,Credit,STK2,1243.48,3160,,,
FC071,20240916,,535,363,,,430649,,8859221713877,หูฟังบลูทูธ ดำ นีโอ 200,,,,,,,,299,117.66,1,0,-1,-299,-117.66,Credit,STK2,0,0,,,
FC071,20240916,,535,365,,,443298,,0000073251668,สาย HDMI to HDMI 3 เมตร นีโอ 901,,,,,,,,290,61.49,1,1,0,0,0,Credit,STK2,61.49,290,,,
FC071,20240916,,535,365,,,408444,,8859221717394,เม้าส์ไร้สาย น้ำเงิน นีโอ 140,,,,,,,,269,115.79,1,1,0,0,0,Credit,STK2,115.79,269,,,
FC071,20240916,,535,365,,,443297,,0000073251651,สาย HDMI to HDMI 1.8 เมตร นีโอ 900,,,,,,,,259,56.86,2,2,0,0,0,Credit,STK2,113.72,518,,,
FC071,20240916,,535,365,,,408380,,8859221711156,สายชาร์จ Type-C ดำ นีโอ 225,,,,,,,,199,78.32,2,2,0,0,0,Credit,STK2,156.64,398,,,
FC071,20240916,,535,365,,,408359,,8859221711200,สายชาร์จ Lightning น้ำเงิน นีโอ 227,,,,,,,,199,78.32,4,4,0,0,0,Credit,STK2,313.28,796,,,
FC071,20240916,,535,365,,,417298,,2901353535462,อุปกรณ์เพิ่มช่องต่อ USB 4 Port นีโอ411 สีเทา,,,,,,,,199,75.16,2,2,0,0,0,Credit,STK2,150.32,398,,,
FC071,20240916,,535,365,,,408453,,8859221715246,เมาส์ ดำ นีโอ NEO131,,,,,,,,199,78.31,2,2,0,0,0,Credit,STK2,156.62,398,,,
FC071,20240916,,535,365,,,408415,,8859221715352,สายชาร์จ USB A toMicroUSB+TypeC+Lightnignดำ นีโอ NEO242,,,,,,,,199,78.31,2,0,-2,-398,-156.62,Credit,STK2,0,0,,,
FC071,20240916,,535,363,,,430529,,8859221715376,หูฟังสเตอริโอแบบมีไมโครโฟน ดำ นีโอ NEO241,,,,,,,,179,70.44,3,2,-1,-179,-70.44,Credit,STK2,140.88,358,,,
FC071,20240916,,535,363,,,430468,,8859221715345,หูฟังสเตอริโอแบบมีไมโครโฟน ขาว นีโอ NEO240,,,,,,,,159,62.57,1,0,-1,-159,-62.57,Credit,STK2,0,0,,,
FC071,20240916,,535,365,,,408360,,8859221714478,สายชาร์จ Lightning ดำ นีโอ NEO236,,,,,,,,139,57.89,1,1,0,0,0,Credit,STK2,57.89,139,,,
FC071,20240916,,535,365,,,408386,,8859221714485,สายชาร์จ Type-C ดำ นีโอ NEO237,,,,,,,,139,57.89,4,4,0,0,0,Credit,STK2,231.56,556,,,
FC071,20240916,,535,365,,,408686,,8859221714416,เม้าส์ ดำ นีโอ NEO126,,,,,,,,139,54.71,1,1,0,0,0,Credit,STK2,54.71,139,,,
FC071,20240916,,535,365,,,439828,,8852762113212,แผ่นรองเมาส์ สีน้ำเงิน สตอร์ม MP120,,,,,,,,85,53.77,3,3,0,0,0,Credit,STK2,161.31,255,,,
FC071,20240916,,535,365,,,418043,,6932391927984,เม้าส์เกมมิ่งไร้สาย เอ็กซ์ไตร์ค-มี GW-610,,,,,,,,590,206.31,1,1,0,0,0,Credit,STK2,206.31,590,,,
FC071,20240916,,535,363,,,411322,,6932391924112,หูฟังเกมมิ่งแบบมีสาย เอ็กซ์ไตร์คมี HP-312,,,,,,,,359,110.38,1,1,0,0,0,Credit,STK2,110.38,359,,,
FC071,20240916,,535,368,,,415833,,6932391920091,แถม-แท่นโชว์สินค้าหูฟัง เอ็กซ์ไตร์คมี HT-02 สีดำ,,,,,,,,99,0,1,0,-1,-99,0,Credit,STK2,0,0,,,
FC071,20240916,,535,365,,,430469,,8859221719152,รีโมทพรีเซนไร้สาย ดำ แอนนิเทค A91,,,,,,,,399,282.51,4,4,0,0,0,Credit,STK2,1130.04,1596,,,
FC071,20240916,,535,365,,,415611,,8859221719756,คีย์บอร์ดตัวเลขไร้สาย แอนนิเทค N184 สีดำ,,,,,,,,339,240.02,1,1,0,0,0,Credit,STK2,240.02,339,,,
FC071,20240916,,535,365,,,408140,,8859221705216,เมาส์ออฟติคอลไร้สาย ดำ แอนนิเทค W213,,,,,,,,259,183.37,2,2,0,0,0,Credit,STK2,366.74,518,,,
FC071,20240916,,535,365,,,408142,,8859221707579,เมาส์ไร้สาย เทา แอนนิเทค W214,,,,,,,,239,169.22,1,1,0,0,0,Credit,STK2,169.22,239,,,
FC071,20240916,,535,365,,,408187,,8859221708507,คีย์บอร์ด ดำ แอนนิเทค P202,,,,,,,,199,140.9,2,2,0,0,0,Credit,STK2,281.8,398,,,
FC071,20240916,,535,365,,,408120,,8859221707494,เมาส์ แพ็คคู่ ดำ แอนนิเทค A101,,,,,,,,198,140.19,2,2,0,0,0,Credit,STK2,280.38,396,,,
FC071,20240916,,535,365,,,408144,,8859221708514,เมาส์ไร้สาย ดำ แอนนิเทค W217,,,,,,,,189,133.82,1,1,0,0,0,Credit,STK2,133.82,189,,,
FC071,20240916,,540,402,,,465920,,8850304240563,กาวสเปรย์ แบบถาวร 20 ออนซ์ 3M 77,,,,,,,,405,265.65,1,1,0,0,0,Credit,STK2,265.65,405,,,
FC071,20240916,,540,407,,,443641,,0000073255093,ของแถม MM กระเป๋า dotty  bag 3M,,,,,,,,290,0,9,0,-9,-2610,0,Credit,STK2,0,0,,,
FC071,20240916,,540,407,,,446031,,0000073278870,แถม-MM กระเป๋า everyday Canvas 3M,,,,,,,,190,0,3,0,-3,-570,0,Credit,STK2,0,0,,,
FC071,20240916,,540,403,,,448802,,8857124289352,เครื่องเย็บ+ลวดเย็บ No.10 เขียว BETTERONES S-0104,,,,,,,,75,46.74,1,1,0,0,0,Credit,STK2,46.74,75,,,
